Array;Source Name;Cell_line;ClustGroup
5500994172383112813929_F03.cel;J132_EPF03P3_BOKU_Cervix_753536;BOKU;4
5500994158987071513202_F03.cel;J132_EPF03P4_KMRC-20_Kidney_1298169;KMRC-20;4
5500994158987071513207_F03.cel;J132_EPF03P5_UM-UC-3_Bladder_724838;UM-UC-3;2
5500994158987071513201_F03.cel;J132_EPF03P7_RO82-W-1_Thyroid_930083;RO82-W-1;4
5500994172383112813930_F03.cel;J132_EPF03P8_NCI-H378_Lung_688022;NCI-H378;6
5500994172948120113978_F03.cel;J132_EPF03P9_Mo_Blood_1330945;Mo;8
5500994173212120213068_F04.cel;J132_EPF04P10_MDA-MB-134-VI_breast_908119;MDA-MB-134-VI;6
5500994157493061613625_F04.cel;J132_EPF04P1_EFM-192A_Breast_1290798;EFM-192A;6
5500994158987071513209_F04.cel;J132_EPF04P2_BHY_Head & Neck_753535;BHY;1
5500994158987071513202_F04.cel;J132_EPF04P4_LB2241-RCC_Kidney_753578;LB2241-RCC;4
5500994158987071513207_F04.cel;J132_EPF04P5_VM-CUB-1_Bladder_909780;VM-CUB-1;1
5500994172383112813928_F04.cel;J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721;SK-LU-1;4
5500994158987071513201_F04.cel;J132_EPF04P7_P12-ICHIKAWA_Blood_909251;P12-ICHIKAWA;7
5500994172383112813930_F04.cel;J132_EPF04P8_NCI-H64_Lung_688026;NCI-H64;6
5500994172948120113978_F04.cel;J132_EPF04P9_NCI-H1417_lung_688001;NCI-H1417;6
5500994173212120213068_F05.cel;J132_EPF05P10_Hs-940-T_Skin_1298145;Hs-940-T;4
5500994157493061613625_F05.cel;J132_EPF05P1_UACC-62_Skin_905976;UACC-62;3
5500994158987071513209_F05.cel;J132_EPF05P2_C2BBe1_Intestine_910700;C2BBe1;2
5500994172383112813929_F05.cel;J132_EPF05P3_DMS-79_Lung_753551;DMS-79;6
5500994158987071513202_F05.cel;J132_EPF05P4_LU-65_Lung:NSCLC_724863;LU-65;2
5500994158987071513207_F05.cel;J132_EPF05P5_WIL2-NS_Blood_1331049;WIL2-NS;8
5500994172383112813928_F05.cel;J132_EPF05P6_KARPAS-422_Blood_907274;KARPAS-422;8
5500994158987071513201_F05.cel;J132_EPF05P7_PCI-30_Head & Neck_1298529;PCI-30;4
5500994172383112813930_F05.cel;J132_EPF05P8_NCI-H69_Lung_688027;NCI-H69;6
5500994172948120113978_F05.cel;J132_EPF05P9_COR-L279_lung_910937;COR-L279;6
5500994173212120213068_F06.cel;J132_EPF06P10_CAL-12T_Lung:NSCLC_753540;CAL-12T;2
5500994157493061613625_F06.cel;J132_EPF06P1_DU-4475_Breast_906844;DU-4475;6
5500994158987071513209_F06.cel;J132_EPF06P2_CAPAN-1_Pancreas_753624;CAPAN-1;2
5500994172383112813929_F06.cel;J132_EPF06P3_EW-7_Bone_949160;EW-7;5
5500994158987071513202_F06.cel;J132_EPF06P4_LS-180_Intestine_998189;LS-180;2
5500994158987071513207_F06.cel;J132_EPF06P5_SBC-1_Lung_713885;SBC-1;6
5500994172383112813928_F06.cel;J132_EPF06P6_HuP-T4_Pancreas_907286;HuP-T4;2
5500994158987071513201_F06.cel;J132_EPF06P7_P32-ISH_Blood_1330987;P32-ISH;8
5500994172383112813930_F06.cel;J132_EPF06P8_NB10_PNS_949171;NB10;5
5500994172948120113978_F06.cel;J132_EPF06P9_MLMA_haematopoietic_and_lymphoid_tissue_908142;MLMA;8
5500994173212120213068_F07.cel;J132_EPF07P10_PANC-02-03_Pancreas_1298475;PANC-02-03;2
5500994157493061613625_F07.cel;J132_EPF07P1_SISO_Cervix_1240212;SISO;2
5500994158987071513209_F07.cel;J132_EPF07P2_CA46_Blood_910703;CA46;8
5500994172383112813929_F07.cel;J132_EPF07P3_EHEB_Blood_906854;EHEB;8
5500994158987071513202_F07.cel;J132_EPF07P4_LAMA-84_Blood_907783;LAMA-84;7
5500994158987071513207_F07.cel;J132_EPF07P5_TE-15_Esophagus_753614;TE-15;1
5500994172383112813928_F07.cel;J132_EPF07P6_HAL-01_Blood_949153;HAL-01;7
5500994158987071513201_F07.cel;J132_EPF07P7_NCI-H1648_Lung:NSCLC_687799;NCI-H1648;1
5500994172383112813930_F07.cel;J132_EPF07P8_NOMO-1_Blood_908451;NOMO-1;7
5500994172948120113978_F07.cel;J132_EPF07P9_Hep3B2-1-7_Liver_1240147;Hep3B2-1-7;6
5500994173212120213068_F08.cel;J132_EPF08P10_NCI-H1105_Lung_908468;NCI-H1105;6
5500994157493061613625_F08.cel;J132_EPF08P1_JHH-1_Liver_1298151;JHH-1;2
5500994158987071513209_F08.cel;J132_EPF08P2_CFPAC-1_Pancreas_906821;CFPAC-1;2
5500994172383112813929_F08.cel;J132_EPF08P3_HCT-15_Intestine_905937;HCT-15;2
5500994158987071513202_F08.cel;J132_EPF08P4_FU-OV-1_Ovary_1240129;FU-OV-1;4
5500994158987071513207_F08.cel;J132_EPF08P5_TT2609-C02_Thyroid_1240223;TT2609-C02;2
5500994172383112813928_F08.cel;J132_EPF08P6_HLE_Liver_907057;HLE;2
5500994158987071513201_F08.cel;J132_EPF08P7_NCI-H1734_Lung:NSCLC_722058;NCI-H1734;2
5500994172383112813930_F08.cel;J132_EPF08P8_NB17_PNS_949175;NB17;5
5500994172948120113978_F08.cel;J132_EPF08P9_LB373-MEL-D_skin_753581;LB373-MEL-D;3
5500994173212120213068_F09.cel;J132_EPF09P10_LoVo_Intestine_907790;LoVo;2
5500994157493061613625_F09.cel;J132_EPF09P1_COLO-680N_Esophag_906817;COLO-680N;2
5500994158987071513209_F09.cel;J132_EPF09P2_BPH-1_Prostate_924105;BPH-1;2
5500994172383112813929_F09.cel;J132_EPF09P3_H3255_Lung_1247873;H3255;2
5500994158987071513202_F09.cel;J132_EPF09P4_G-MEL_Skin_1240130;G-MEL;3
5500994158987071513207_F09.cel;J132_EPF09P5_SK-MEL-5_Skin_905956;SK-MEL-5;3
5500994172383112813928_F09.cel;J132_EPF09P6_SK-PN-DW_Bone_909731;SK-PN-DW;5
5500994158987071513201_F09.cel;J132_EPF09P7_NCI-H1563_Lung:NSCLC_753600;NCI-H1563;2
5500994172383112813930_F09.cel;J132_EPF09P8_OCUM-1_Stomach_1298358;OCUM-1;2
5500994172948120113978_F09.cel;J132_EPF09P9_MDA-MB-468_breast_908123;MDA-MB-468;2
5500994157493061613625_F10.cel;J132_EPF10P1_ESO51_Esophag_1503367;ESO51;2
5500994158987071513209_F10.cel;J132_EPF10P2_Detroit562_Head & Neck_906837;Detroit562;1
5500994172383112813929_F10.cel;J132_EPF10P3_HCC2218_Breast_749716;HCC2218;6
5500994158987071513202_F10.cel;J132_EPF10P4_G-292-Clone-A141B1_Bone_1290807;G-292-Clone-A141B1;4
5500994158987071513207_F10.cel;J132_EPF10P5_SW1990_Pancreas_910907;SW1990;1
5500994172383112813928_F10.cel;J132_EPF10P6_J82_Bladder_753566;J82;4
5500994158987071513201_F10.cel;J132_EPF10P7_RCC-MF_Kidney_1524419;RCC-MF;2
5500994172383112813930_F10.cel;J132_EPF10P8_SW1463_Intestine_909748;SW1463;2
5500994172948120113978_F10.cel;J132_EPF10P9_SU-DHL-6_Blood_1331037;SU-DHL-6;8
5500994157493061613625_F11.cel;J132_EPF11P1_CAL-33_H&N_753541;CAL-33;1
5500994158987071513209_F11.cel;J132_EPF11P2_DB_Blood_906832;DB;8
5500994172383112813929_F11.cel;J132_EPF11P3_HH_Blood_907056;HH;8
5500994158987071513202_F11.cel;J132_EPF11P4_MOLT-13_Blood_908146;MOLT-13;7
5500994158987071513207_F11.cel;J132_EPF11P5_SW620_Intestine_905962;SW620;2
5500994172383112813928_F11.cel;J132_EPF11P6_JHH-7_Liver_1240160;JHH-7;6
5500994158987071513201_F11.cel;J132_EPF11P7_OV-90_Ovary_1240197;OV-90;2
5500994172383112813930_F11.cel;J132_EPF11P8_SW13_Kidney_909744;SW13;5
5500994172948120113978_F11.cel;J132_EPF11P9_RERF-LC-KJ_Lung:NSCLC_1298537;RERF-LC-KJ;2
5500994158987071513209_F12.cel;J132_EPF12P2_EW-22_Bone_949167;EW-22;5
5500994172383112813929_F12.cel;J132_EPF12P3_HT-144_Skin_907067;HT-144;3
5500994158987071513202_F12.cel;J132_EPF12P4_ME-180_Cervix_687514;ME-180;1
5500994158987071513207_F12.cel;J132_EPF12P5_T47D_Breast_905945;T47D;6
5500994172383112813928_F12.cel;J132_EPF12P6_IGR-37_Skin_1240153;IGR-37;3
5500994158987071513201_F12.cel;J132_EPF12P7_PL-21_Blood_1330991;PL-21;7
5500994172383112813930_F12.cel;J132_EPF12P8_SNU-398_Liver_1240217;SNU-398;5
5500994173212120213068_G01.cel;J132_EPG01P10_SNU-81_large_intestine_1660036;SNU-81;2
5500994157493061613625_G01.cel;J132_EPG01P1_CAL-29_Bladder_1290730;CAL-29;1
5500994158987071513209_G01.cel;J132_EPG01P2_A101D_Skin_910921;A101D;3
5500994172383112813929_G01.cel;J132_EPG01P3_EC-GI-10_Esophagus_753555;EC-GI-10;1
5500994158987071513202_G01.cel;J132_EPG01P4_KYSE-140_Esophagus_753573;KYSE-140;2
5500994158987071513207_G01.cel;J132_EPG01P5_MKN28_Stomach_908139;MKN28;2
5500994172383112813928_G01.cel;J132_EPG01P6_SAT_Head & Neck_1299050;SAT;1
5500994172383112813930_G01.cel;J132_EPG01P8_NCI-H2126_Lung_687814;NCI-H2126;8
5500994172948120113978_G01.cel;J132_EPG01P9_COR-L95_Lung_1297439;COR-L95;6
5500994173212120213068_G02.cel;J132_EPG02P10_SK-MEL-31_Skin_909727;SK-MEL-31;3
5500994157493061613625_G02.cel;J132_EPG02P1_UACC-257_Skin_905977;UACC-257;3
5500994158987071513209_G02.cel;J132_EPG02P2_A549_Lung:NSCLC_905949;A549;2
5500994172383112813929_G02.cel;J132_EPG02P3_ABC-1_Lung:NSCLC_906791;ABC-1;2
5500994158987071513202_G02.cel;J132_EPG02P4_KALS-1_CNS_907271;KALS-1;4
5500994158987071513207_G02.cel;J132_EPG02P5_MMAC-SF_Skin_925339;MMAC-SF;3
5500994172383112813928_G02.cel;J132_EPG02P6_SW1573_Lung:NSCLC_724878;SW1573;2
5500994158987071513201_G02.cel;J132_EPG02P7_RERF-LC-Sq1_Lung:NSCLC_1298538;RERF-LC-Sq1;2
5500994172383112813930_G02.cel;J132_EPG02P8_NCI-H2342_Lung:NSCLC_687819;NCI-H2342;2
5500994172948120113978_G02.cel;J132_EPG02P9_MHH-CALL-2_haematopoietic_and_lymphoid_tissue_908132;MHH-CALL-2;7
5500994173212120213068_G03.cel;J132_EPG03P10_Sci-1_Blood_1331031;Sci-1;8
5500994157493061613625_G03.cel;J132_EPG03P1_PA-1_Ovary_909255;PA-1;5
5500994158987071513209_G03.cel;J132_EPG03P2_BALL-1_Blood_910705;BALL-1;8
5500994172383112813929_G03.cel;J132_EPG03P3_CAL-27_Mouth_910916;CAL-27;1
5500994158987071513202_G03.cel;J132_EPG03P4_KNS-81-FD_CNS_924188;KNS-81-FD;4
5500994158987071513207_G03.cel;J132_EPG03P5_U251_Brain_905983;U251;4
5500994172383112813928_G03.cel;J132_EPG03P6_SKN-3_Head & Neck_1299059;SKN-3;1
5500994158987071513201_G03.cel;J132_EPG03P7_RPMI-6666_Blood_909701;RPMI-6666;8
5500994172383112813930_G03.cel;J132_EPG03P8_NCI-H630_Intestine_908482;NCI-H630;2
5500994172948120113978_G03.cel;J132_EPG03P9_COR-L303_Lung_1297438;COR-L303;6
5500994173212120213068_G04.cel;J132_EPG04P10_ME-1_Blood_1330942;ME-1;7
5500994157493061613625_G04.cel;J132_EPG04P1_H2591_Lung_1240131;H2591;4
5500994158987071513209_G04.cel;J132_EPG04P2_BICR78_Head & Neck_1240122;BICR78;1
5500994172383112813929_G04.cel;J132_EPG04P3_CGTH-W-1_Thyroid_910568;CGTH-W-1;4
5500994158987071513202_G04.cel;J132_EPG04P4_LB647-SCLC_Lung_753582;LB647-SCLC;6
5500994158987071513207_G04.cel;J132_EPG04P5_VA-ES-BJ_Misc_688121;VA-ES-BJ;2
5500994172383112813928_G04.cel;J132_EPG04P6_SKM-1_Blood_909722;SKM-1;7
5500994158987071513201_G04.cel;J132_EPG04P7_P30-OHK_Blood_909252;P30-OHK;7
5500994172383112813930_G04.cel;J132_EPG04P8_NCI-H596_Lung:NSCLC_908459;NCI-H596;4
5500994172948120113978_G04.cel;J132_EPG04P9_MDA-MB-415_breast_924240;MDA-MB-415;6
5500994173212120213068_G05.cel;J132_EPG05P10_HSC-39_Stomach_1322224;HSC-39;2
5500994157493061613625_G05.cel;J132_EPG05P1_H513_Lung_1240141;H513;2
5500994158987071513209_G05.cel;J132_EPG05P2_C3A_Liver_910850;C3A;2
5500994172383112813929_G05.cel;J132_EPG05P3_DND-41_Blood_1297446;DND-41;7
5500994158987071513202_G05.cel;J132_EPG05P4_LU-139_Lung_713878;LU-139;6
5500994158987071513207_G05.cel;J132_EPG05P5_WSU-DLCL2_Blood_1331050;WSU-DLCL2;8
5500994172383112813928_G05.cel;J132_EPG05P6_SK-MEL-30_Skin_909726;SK-MEL-30;3
5500994158987071513201_G05.cel;J132_EPG05P7_PCI-15A_Head & Neck_1240204;PCI-15A;1
5500994172383112813930_G05.cel;J132_EPG05P8_NCI-H82_Lung_688031;NCI-H82;6
5500994172948120113978_G05.cel;J132_EPG05P9_JHOS-3_Ovary_1480358;JHOS-3;2
5500994173212120213068_G06.cel;J132_EPG06P10_CAL-148_breast_924106;CAL-148;6
5500994157493061613625_G06.cel;J132_EPG06P1_H2461_Lung_1290810;H2461;4
5500994158987071513209_G06.cel;J132_EPG06P2_CHL-1_Skin_910853;CHL-1;5
5500994172383112813929_G06.cel;J132_EPG06P3_EW-24_Bone_949168;EW-24;5
5500994158987071513202_G06.cel;J132_EPG06P4_LS-123_Intestine_907792;LS-123;2
5500994158987071513207_G06.cel;J132_EPG06P5_SAS_Head & Neck_909708;SAS;1
5500994172383112813928_G06.cel;J132_EPG06P6_HUTU-80_Intestine_907073;HUTU-80;5
5500994158987071513201_G06.cel;J132_EPG06P7_OAW-28_Ovary_946360;OAW-28;2
5500994172383112813930_G06.cel;J132_EPG06P8_NB12_PNS_949172;NB12;5
5500994172948120113978_G06.cel;J132_EPG06P9_NB4_haematopoietic_and_lymphoid_tissue_1323913;NB4;7
5500994173212120213068_G07.cel;J132_EPG07P10_P31-FUJ_Blood_909253;P31-FUJ;7
5500994157493061613625_G07.cel;J132_EPG07P1_KELLY_CNS_753618;KELLY;5
5500994158987071513209_G07.cel;J132_EPG07P2_CAL-39_Cervix_924107;CAL-39;1
5500994172383112813929_G07.cel;J132_EPG07P3_EMC-BAC-1_Esophagus_1503369;EMC-BAC-1;2
5500994158987071513207_G07.cel;J132_EPG07P5_TE-5_Esophagus_735784;TE-5;1
5500994172383112813928_G07.cel;J132_EPG07P6_HOP-62_Lung_905972;HOP-62;4
5500994158987071513201_G07.cel;J132_EPG07P7_NCI-H1688_Lung_1298349;NCI-H1688;6
5500994172383112813930_G07.cel;J132_EPG07P8_NH-12_Kidney_908447;NH-12;5
5500994172948120113978_G07.cel;J132_EPG07P9_IOSE-397_Ovary_1479992;IOSE-397;4
5500994173212120213068_G08.cel;J132_EPG08P10_NCCIT_testis_908441;NCCIT;5
5500994157493061613625_G08.cel;J132_EPG08P1_NCI-H661_Lung_687829;NCI-H661;5
5500994158987071513209_G08.cel;J132_EPG08P2_COLO-824_Breast_906812;COLO-824;6
5500994172383112813929_G08.cel;J132_EPG08P3_HCC70_Breast_907048;HCC70;2
5500994158987071513202_G08.cel;J132_EPG08P4_GCIY_Stomach_906869;GCIY;2
5500994158987071513207_G08.cel;J132_EPG08P5_TUR_Blood_909773;TUR;7
5500994172383112813928_G08.cel;J132_EPG08P6_IHH-4_Thyroid_1240154;IHH-4;2
5500994158987071513201_G08.cel;J132_EPG08P7_NCI-H1568_Lung:NSCLC_1298348;NCI-H1568;2
5500994172383112813930_G08.cel;J132_EPG08P8_NB5_PNS_949176;NB5;5
5500994172948120113978_G08.cel;J132_EPG08P9_HCE-7_Esophagus_998179;HCE-7;2
5500994157493061613625_G09.cel;J132_EPG09P1_ES8_Bone_949155;ES8;5
5500994158987071513209_G09.cel;J132_EPG09P2_CTV-1_Blood_753548;CTV-1;7
5500994172383112813929_G09.cel;J132_EPG09P3_H3118_Head & Neck_1240140;H3118;1
5500994158987071513202_G09.cel;J132_EPG09P4_GOTO_Kidney_906875;GOTO;5
5500994158987071513207_G09.cel;J132_EPG09P5_SJRH30_Muscle_909716;SJRH30;5
5500994172383112813928_G09.cel;J132_EPG09P6_IST-SL1_Lung_753564;IST-SL1;6
5500994172383112813930_G09.cel;J132_EPG09P8_SCC-3_Blood_910930;SCC-3;8
5500994172948120113978_G09.cel;J132_EPG09P9_UE6E7T-3_Blood_1331060;UE6E7T-3;4
5500994157493061613625_G10.cel;J132_EPG10P1_H2795_Lung_1290813;H2795;4
5500994158987071513209_G10.cel;J132_EPG10P2_DG-75_Blood_906838;DG-75;8
5500994172383112813929_G10.cel;J132_EPG10P3_HCC1569_Breast_907046;HCC1569;6
5500994158987071513202_G10.cel;J132_EPG10P4_G-402_Kidney_907298;G-402;5
5500994158987071513207_G10.cel;J132_EPG10P5_SW872_Misc_909756;SW872;4
5500994172383112813928_G10.cel;J132_EPG10P6_JAR_Miscellaneous_907175;JAR;6
5500994158987071513201_G10.cel;J132_EPG10P7_OCUB-M_Breast_909256;OCUB-M;6
5500994172383112813930_G10.cel;J132_EPG10P8_SW48_Intestine_909751;SW48;2
5500994172948120113978_G10.cel;J132_EPG10P9_OV-7_Ovary_1480360;OV-7;4
5500994157493061613625_G11.cel;J132_EPG11P1_SW1417_Intestin_909747;SW1417;2
5500994158987071513209_G11.cel;J132_EPG11P2_EFM-19_Breast_906851;EFM-19;6
5500994172383112813929_G11.cel;J132_EPG11P3_HARA_Lung_1240142;HARA;2
5500994158987071513202_G11.cel;J132_EPG11P4_MONO-MAC-6_Blood_908148;MONO-MAC-6;7
5500994158987071513207_G11.cel;J132_EPG11P5_SNU-387_Liver_909736;SNU-387;4
5500994172383112813928_G11.cel;J132_EPG11P6_JHU-011_Head & Neck_1240161;JHU-011;1
5500994158987071513201_G11.cel;J132_EPG11P7_OVCAR-5_Ovary_905969;OVCAR-5;2
5500994172383112813930_G11.cel;J132_EPG11P8_SU-DHL-4_Blood_1331035;SU-DHL-4;8
5500994172948120113978_G11.cel;J132_EPG11P9_BICR31_Head & Neck_1290725;BICR31;2
5500994158987071513209_G12.cel;J132_EPG12P2_EW-11_Bone_684062;EW-11;5
5500994172383112813929_G12.cel;J132_EPG12P3_HT-115_Intestine_907289;HT-115;2
5500994158987071513202_G12.cel;J132_EPG12P4_MEL-HO_Skin_908124;MEL-HO;3
5500994158987071513207_G12.cel;J132_EPG12P5_T98G_Brain_687586;T98G;4
5500994172383112813928_G12.cel;J132_EPG12P6_IGROV-1_Ovary_905968;IGROV-1;2
5500994158987071513201_G12.cel;J132_EPG12P7_NCI-H1944_Lung_1240185;NCI-H1944;2
5500994172383112813930_G12.cel;J132_EPG12P8_SF268_CNS_905986;SF268;4
5500994173212120213068_H01.cel;J132_EPH01P10_SNU-407_large_intestine_1660034;SNU-407;2
5500994157493061613625_H01.cel;J132_EPH01P1_H2369_Lung_1290808;H2369;2
5500994158987071513209_H01.cel;J132_EPH01P2_A172_Brain_687563;A172;4
5500994172383112813929_H01.cel;J132_EPH01P3_EB2_Blood_906846;EB2;8
5500994158987071513202_H01.cel;J132_EPH01P4_KYSE-150_Esophagus_907317;KYSE-150;1
5500994158987071513207_H01.cel;J132_EPH01P5_MKN1_Stomach_908138;MKN1;2
5500994172383112813928_H01.cel;J132_EPH01P6_SBC-3_Lung_753610;SBC-3;5
5500994158987071513201_H01.cel;J132_EPH01P7_RD_Muscle_909264;RD;5
5500994172948120113978_H01.cel;J132_EPH01P9_MDA-MB-330_Breast_1330941;MDA-MB-330;6
5500994173212120213068_H02.cel;J132_EPH02P10_SIMA_Brain_753620;SIMA;5
5500994157493061613625_H02.cel;J132_EPH02P1_647-V_Bladder_906797;647-V;2
5500994158987071513209_H02.cel;J132_EPH02P2_A673_Muscle_684052;A673;5
5500994172383112813929_H02.cel;J132_EPH02P3_ALL-PO_Blood_910944;ALL-PO;7
5500994158987071513202_H02.cel;J132_EPH02P4_KARPAS-620_Blood_1327775;KARPAS-620;8
5500994158987071513207_H02.cel;J132_EPH02P5_MC116_Blood_907799;MC116;8
5500994172383112813928_H02.cel;J132_EPH02P6_SUP-B8_Blood_910209;SUP-B8;8
5500994158987071513201_H02.cel;J132_EPH02P7_RH-1_Muscle_971773;RH-1;5
5500994172383112813930_H02.cel;J132_EPH02P8_NCI-H23_Lung:NSCLC_905942;NCI-H23;2
5500994172948120113978_H02.cel;J132_EPH02P9_MHH-CALL-4_haematopoietic_and_lymphoid_tissue_908133;MHH-CALL-4;7
5500994173212120213068_H03.cel;J132_EPH03P10_AGS_Stomach_906790;AGS;2
5500994157493061613625_H03.cel;J132_EPH03P1_TGBC24TKB_Biliary_910695;TGBC24TKB;2
5500994158987071513209_H03.cel;J132_EPH03P2_BC-1_Blood_910919;BC-1;8
5500994172383112813929_H03.cel;J132_EPH03P3_BICR22_Head & Neck_1240121;BICR22;1
5500994158987071513202_H03.cel;J132_EPH03P4_KGN_Ovary_924186;KGN;4
5500994158987071513207_H03.cel;J132_EPH03P5_U-87-MG_Brain_687590;U-87-MG;4
5500994172383112813928_H03.cel;J132_EPH03P6_SK-MEL-3_Skin_909724;SK-MEL-3;3
5500994158987071513201_H03.cel;J132_EPH03P7_RPMI-8226_Blood_905964;RPMI-8226;8
5500994172383112813930_H03.cel;J132_EPH03P8_NCI-H522_Lung:NSCLC_905944;NCI-H522;5
5500994172948120113978_H03.cel;J132_EPH03P9_MC-CAR_haematopoietic_and_lymphoid_tissue_683665;MC-CAR;8
5500994173212120213068_H04.cel;J132_EPH04P10_LC-1F_lung_907785;LC-1F;2
5500994157493061613625_H04.cel;J132_EPH04P1_H2595_Lung_1240132;H2595;4
5500994172383112813929_H04.cel;J132_EPH04P3_CTB-1_Blood_949088;CTB-1;8
5500994158987071513202_H04.cel;J132_EPH04P4_LC4-1_Blood_907787;LC4-1;7
5500994158987071513207_H04.cel;J132_EPH04P5_UMC-11_Lung_909779;UMC-11;6
5500994172383112813928_H04.cel;J132_EPH04P6_IM-9_Blood_753563;IM-9;8
5500994158987071513201_H04.cel;J132_EPH04P7_PANC-03-27_Pancreas_925346;PANC-03-27;2
5500994172383112813930_H04.cel;J132_EPH04P8_NCI-H835_Lung_753607;NCI-H835;6
5500994172948120113978_H04.cel;J132_EPH04P9_TGW_autonomic_ganglia_910780;TGW;5
5500994173212120213068_H05.cel;J132_EPH05P10_EW-12_bone_949162;EW-12;5
5500994157493061613625_H05.cel;J132_EPH05P1_MPP-89_Lung_908150;MPP-89;4
5500994158987071513209_H05.cel;J132_EPH05P2_C8166_Blood_906829;C8166;8
5500994172383112813929_H05.cel;J132_EPH05P3_DOHH-2_Blood_906842;DOHH-2;8
5500994158987071513202_H05.cel;J132_EPH05P4_LU-165_Lung_753589;LU-165;6
5500994158987071513207_H05.cel;J132_EPH05P5_WM-266-4_Skin_1299076;WM-266-4;3
5500994172383112813928_H05.cel;J132_EPH05P6_KYSE-50_Esophagus_1298222;KYSE-50;2
5500994158987071513201_H05.cel;J132_EPH05P7_PCI-38_Head & Neck_1240205;PCI-38;1
5500994172383112813930_H05.cel;J132_EPH05P8_NCI-H647_Lung_1240191;NCI-H647;4
5500994172948120113978_H05.cel;J132_EPH05P9_NCI-H1436_lung_908469;NCI-H1436;6
5500994173212120213068_H06.cel;J132_EPH06P10_RCC-ER_Kidney_1524417;RCC-ER;4
5500994157493061613625_H06.cel;J132_EPH06P1_IGR-1_Skin_907169;IGR-1;3
5500994158987071513209_H06.cel;J132_EPH06P2_CHP-134_PNS_910941;CHP-134;5
5500994172383112813929_H06.cel;J132_EPH06P3_ESO26_Esophagus_1503366;ESO26;2
5500994158987071513202_H06.cel;J132_EPH06P4_LS-1034_Intestine_917486;LS-1034;2
5500994158987071513207_H06.cel;J132_EPH06P5_SCaBER_Bladder_1299051;SCaBER;1
5500994172383112813928_H06.cel;J132_EPH06P6_HeLaSF_Cervix_687509;HeLaSF;2
5500994158987071513201_H06.cel;J132_EPH06P7_OC-314_Ovary_909257;OC-314;2
5500994172383112813930_H06.cel;J132_EPH06P8_NB69_Brain_908440;NB69;5
5500994172948120113978_H06.cel;J132_EPH06P9_CADO-ES1_bone_753539;CADO-ES1;5
5500994173212120213068_H07.cel;J132_EPH07P10_OCI-AML5_Blood_1330983;OCI-AML5;7
5500994157493061613625_H07.cel;J132_EPH07P1_NCI-H2030_Lung_722045;NCI-H2030;2
5500994158987071513209_H07.cel;J132_EPH07P2_CAL-72_Bone_906827;CAL-72;4
5500994172383112813929_H07.cel;J132_EPH07P3_Hs-944-T_Skin_1240152;Hs-944-T;3
5500994158987071513202_H07.cel;J132_EPH07P4_LOUCY_Blood_907789;LOUCY;7
5500994158987071513207_H07.cel;J132_EPH07P5_TE-6_Esophagus_946355;TE-6;2
5500994172383112813928_H07.cel;J132_EPH07P6_HDQ-P1_Breast_1290922;HDQ-P1;2
5500994158987071513201_H07.cel;J132_EPH07P7_NCI-H1993_Lung:NSCLC_908476;NCI-H1993;2
5500994172383112813930_H07.cel;J132_EPH07P8_no-10_CNS_908452;no-10;4
5500994172948120113978_H07.cel;J132_EPH07P9_JHOS-2_Ovary_1479995;JHOS-2;2
5500994173212120213068_H08.cel;J132_EPH08P10_MM1S_haematopoietic_and_lymphoid_tissue_1659818;MM1S;8
5500994157493061613625_H08.cel;J132_EPH08P1_SK-MEL-1_Skin_909723;SK-MEL-1;3
5500994158987071513209_H08.cel;J132_EPH08P2_COLO-320_Intestine_1290773;COLO-320;5
5500994172383112813929_H08.cel;J132_EPH08P3_HCC1806_Breast_907047;HCC1806;1
5500994158987071513202_H08.cel;J132_EPH08P4_GB-1_CNS_687568;GB-1;4
5500994158987071513207_H08.cel;J132_EPH08P5_TCCSUP_Bladder_687459;TCCSUP;4
5500994172383112813928_H08.cel;J132_EPH08P6_IST-SL2_Lung_753565;IST-SL2;6
5500994158987071513201_H08.cel;J132_EPH08P7_NCI-H1155_Lung:NSCLC_908467;NCI-H1155;6
5500994172383112813930_H08.cel;J132_EPH08P8_NTERA-S-cl-D1_Testes_908454;NTERA-S-cl-D1;5
5500994157493061613625_H09.cel;J132_EPH09P1_COLO-205_Intestin_905961;COLO-205;2
5500994158987071513209_H09.cel;J132_EPH09P2_ChaGo-K-1_Lung:NSCLC_687596;ChaGo-K-1;2
5500994172383112813929_H09.cel;J132_EPH09P3_Hs-683_Brain_1240150;Hs-683;4
5500994158987071513202_H09.cel;J132_EPH09P4_GT3TKB_Stomach_907041;GT3TKB;2
5500994158987071513207_H09.cel;J132_EPH09P5_SU-DHL-10_Blood_1331033;SU-DHL-10;8
5500994172383112813928_H09.cel;J132_EPH09P6_IMR-5_PNS_907170;IMR-5;5
5500994158987071513201_H09.cel;J132_EPH09P7_NCI-H1781_Lung:NSCLC_1298350;NCI-H1781;2
5500994172383112813930_H09.cel;J132_EPH09P8_SCC-4_Head & Neck_910904;SCC-4;1
5500994172948120113978_H09.cel;J132_EPH09P9_YT_haematopoietic_and_lymphoid_tissue_946358;YT;8
5500994157493061613625_H10.cel;J132_EPH10P1_BFTC-905_Bladder_910926;BFTC-905;1
5500994158987071513209_H10.cel;J132_EPH10P2_DJM-1_Skin_906841;DJM-1;1
5500994172383112813929_H10.cel;J132_EPH10P3_HCC1428_Breast_1290905;HCC1428;6
