Array;ClustGroup;Cell_line;Tissue;Tissue sub-type;Cell_line_Tissue;TCGA
5500994172383112813929_A09.cel;2;HCC1937;breast;breast;HCC1937_Breast_749714;BRCA
5500994172383112813929_A09.cel;2;HCC1937;breast;breast;HCC1937_Breast_749714;BRCA
5500994172383112813929_E12.cel;2;HCC1954;breast;breast;HCC1954_Breast_749709;BRCA
5500994172383112813929_E12.cel;2;HCC1954;breast;breast;HCC1954_Breast_749709;BRCA
5500994172383112813929_B12.cel;2;HCC2998;digestive_system;large_intestine;HCC2998_Intestine_905971;COREAD
5500994172383112813929_B12.cel;2;HCC2998;digestive_system;large_intestine;HCC2998_Intestine_905971;COREAD
5500994175999120813240_B09.cel;2;HCC38;breast;breast;HCC38_breast_749717;BRCA
5500994175999120813240_B09.cel;2;HCC38;breast;breast;HCC38_breast_749717;BRCA
5500994172383112813929_G08.cel;2;HCC70;breast;breast;HCC70_Breast_907048;BRCA
5500994172383112813929_G08.cel;2;HCC70;breast;breast;HCC70_Breast_907048;BRCA
5500994172383112813928_B10.cel;2;HCE-4;aero_digestive_tract;oesophagus;HCE-4_Esophagus_753559;ESCA
5500994157493061613625_C10.cel;2;HCT-116;digestive_system;large_intestine;HCT-116_Intestin_905936;COREAD
5500994157493061613625_C10.cel;2;HCT-116;digestive_system;large_intestine;HCT-116_Intestin_905936;COREAD
5500994172383112813929_F08.cel;2;HCT-15;digestive_system;large_intestine;HCT-15_Intestine_905937;COREAD
5500994172383112813929_F08.cel;2;HCT-15;digestive_system;large_intestine;HCT-15_Intestine_905937;COREAD
5500994172383112813928_A08.cel;2;HD-MY-Z;blood;Hodgkin_lymphoma;HD-MY-Z_Blood_907050;UNCLASSIFIED
5500994172383112813928_A08.cel;2;HD-MY-Z;blood;Hodgkin_lymphoma;HD-MY-Z_Blood_907050;UNCLASSIFIED
5500994172383112813928_H07.cel;2;HDQ-P1;breast;breast;HDQ-P1_Breast_1290922;BRCA
5500994172383112813928_H07.cel;2;HDQ-P1;breast;breast;HDQ-P1_Breast_1290922;BRCA
5500994172383112813929_C09.cel;2;HEC-1;urogenital_system;endometrium;HEC-1_Uterus_907051;UCEC
5500994172383112813929_C09.cel;2;HEC-1;urogenital_system;endometrium;HEC-1_Uterus_907051;UCEC
5500994172383112813928_F08.cel;2;HLE;digestive_system;liver;HLE_Liver_907057;LIHC
5500994172383112813928_F08.cel;2;HLE;digestive_system;liver;HLE_Liver_907057;LIHC
5500994172383112813929_B10.cel;2;HPAC;pancreas;pancreas;HPAC_Pancreas_1298136;PAAD
5500994172383112813929_B10.cel;2;HPAC;pancreas;pancreas;HPAC_Pancreas_1298136;PAAD
5500994172383112813928_D08.cel;2;HPAF-II;pancreas;pancreas;HPAF-II_Pancreas_724869;PAAD
5500994172383112813928_D08.cel;2;HPAF-II;pancreas;pancreas;HPAF-II_Pancreas_724869;PAAD
5500994173212120213068_G05.cel;2;HSC-39;digestive_system;stomach;HSC-39_Stomach_1322224;STAD
5500994173212120213068_G05.cel;2;HSC-39;digestive_system;stomach;HSC-39_Stomach_1322224;STAD
5500994172383112813929_G12.cel;2;HT-115;digestive_system;large_intestine;HT-115_Intestine_907289;COREAD
5500994172383112813929_G12.cel;2;HT-115;digestive_system;large_intestine;HT-115_Intestine_907289;COREAD
5500994157493061613625_B04.cel;2;HT-1197;urogenital_system;bladder;HT-1197_Bladder_907065;BLCA
5500994157493061613625_B04.cel;2;HT-1197;urogenital_system;bladder;HT-1197_Bladder_907065;BLCA
5500994172383112813928_D06.cel;2;HT-1376;urogenital_system;bladder;HT-1376_Bladder_907066;BLCA
5500994172383112813928_D06.cel;2;HT-1376;urogenital_system;bladder;HT-1376_Bladder_907066;BLCA
5500994157493061613625_C05.cel;2;HT-29;digestive_system;large_intestine;HT-29_Intestin_905939;COREAD
5500994157493061613625_C05.cel;2;HT-29;digestive_system;large_intestine;HT-29_Intestin_905939;COREAD
5500994172383112813928_E08.cel;2;HT55;digestive_system;large_intestine;HT55_Intestine_907287;COREAD
5500994172383112813928_E08.cel;2;HT55;digestive_system;large_intestine;HT55_Intestine_907287;COREAD
5500994172383112813929_D10.cel;2;HTC-C3;thyroid;thyroid;HTC-C3_Thyroid_924151;THCA
5500994172383112813929_D10.cel;2;HTC-C3;thyroid;thyroid;HTC-C3_Thyroid_924151;THCA
5500994157493061613625_C01.cel;2;HeLa;urogenital_system;cervix;HeLa_Cervix_1298134;CESC
5500994157493061613625_C01.cel;2;HeLa;urogenital_system;cervix;HeLa_Cervix_1298134;CESC
5500994172383112813929_E08.cel;2;HuCCT1;digestive_system;biliary_tract;HuCCT1_Liver_907069;UNCLASSIFIED
5500994172383112813929_E08.cel;2;HuCCT1;digestive_system;biliary_tract;HuCCT1_Liver_907069;UNCLASSIFIED
5500994172383112813929_C08.cel;2;HuP-T3;pancreas;pancreas;HuP-T3_Pancreas_907285;PAAD
5500994172383112813929_C08.cel;2;HuP-T3;pancreas;pancreas;HuP-T3_Pancreas_907285;PAAD
5500994172383112813928_F06.cel;2;HuP-T4;pancreas;pancreas;HuP-T4_Pancreas_907286;PAAD
5500994172383112813928_F06.cel;2;HuP-T4;pancreas;pancreas;HuP-T4_Pancreas_907286;PAAD
5500994172383112813928_D12.cel;2;IA-LM;lung;lung_NSCLC_large_cell;IA-LM_Lung_910779;UNCLASSIFIED
5500994172383112813928_D12.cel;2;IA-LM;lung;lung_NSCLC_large_cell;IA-LM_Lung_910779;UNCLASSIFIED
5500994172383112813928_G12.cel;2;IGROV-1;urogenital_system;ovary;IGROV-1_Ovary_905968;OV
5500994172383112813928_G12.cel;2;IGROV-1;urogenital_system;ovary;IGROV-1_Ovary_905968;OV
5500994172383112813928_G08.cel;2;IHH-4;thyroid;thyroid;IHH-4_Thyroid_1240154;THCA
5500994172383112813928_G08.cel;2;IHH-4;thyroid;thyroid;IHH-4_Thyroid_1240154;THCA
5500994172383112813928_E12.cel;2;IM-95;digestive_system;stomach;IM-95_Stomach_1240155;STAD
5500994172383112813928_E12.cel;2;IM-95;digestive_system;stomach;IM-95_Stomach_1240155;STAD
5500994157493061613625_F08.cel;2;JHH-1;digestive_system;liver;JHH-1_Liver_1298151;LIHC
5500994157493061613625_F08.cel;2;JHH-1;digestive_system;liver;JHH-1_Liver_1298151;LIHC
5500994172383112813928_E11.cel;2;JHH-6;digestive_system;liver;JHH-6_Liver_1240159;LIHC
5500994172383112813928_E11.cel;2;JHH-6;digestive_system;liver;JHH-6_Liver_1240159;LIHC
5500994172948120113978_H07.cel;2;JHOS-2;urogenital_system;ovary;JHOS-2_Ovary_1479995;OV
5500994172948120113978_G05.cel;2;JHOS-3;urogenital_system;ovary;JHOS-3_Ovary_1480358;OV
5500994172948120113978_E03.cel;2;JHOS-4;urogenital_system;ovary;JHOS-4_Ovary_1480359;OV
5500994172383112813928_H11.cel;2;JHU-022;aero_digestive_tract;head_and_neck;JHU-022_Head & Neck_1240162;HNSC
5500994172383112813928_H11.cel;2;JHU-022;aero_digestive_tract;head_and_neck;JHU-022_Head & Neck_1240162;HNSC
5500994175999120813240_H07.cel;2;JIMT-1;breast;breast;JIMT-1_breast_1298157;BRCA
5500994175999120813240_H07.cel;2;JIMT-1;breast;breast;JIMT-1_breast_1298157;BRCA
5500994158987071513202_B03.cel;2;KATOIII;digestive_system;stomach;KATOIII_Stomach_907276;STAD
5500994158987071513202_B03.cel;2;KATOIII;digestive_system;stomach;KATOIII_Stomach_907276;STAD
5500994158987071513202_B01.cel;2;KLE;urogenital_system;endometrium;KLE_Uterus_924187;UCEC
5500994158987071513202_B01.cel;2;KLE;urogenital_system;endometrium;KLE_Uterus_924187;UCEC
5500994175999120813240_E02.cel;2;KM12;digestive_system;large_intestine;KM12_large_intestine_905989;COREAD
5500994175999120813240_E02.cel;2;KM12;digestive_system;large_intestine;KM12_large_intestine_905989;COREAD
5500994172383112813928_D05.cel;2;KP-1N;pancreas;pancreas;KP-1N_Pancreas_1298216;PAAD
5500994172383112813928_D05.cel;2;KP-1N;pancreas;pancreas;KP-1N_Pancreas_1298216;PAAD
5500994173603120813304_F12.cel;2;KP-2;pancreas;pancreas;KP-2_pancreas_1298218;PAAD
5500994173603120813304_F12.cel;2;KP-2;pancreas;pancreas;KP-2_pancreas_1298218;PAAD
5500994158987071513202_C04.cel;2;KP-3;pancreas;pancreas;KP-3_Pancreas_1298219;UNCLASSIFIED
5500994158987071513202_C04.cel;2;KP-3;pancreas;pancreas;KP-3_Pancreas_1298219;UNCLASSIFIED
5500994172383112813928_A04.cel;2;KP-4;pancreas;pancreas;KP-4_Pancreas_753572;PAAD
5500994172383112813928_A04.cel;2;KP-4;pancreas;pancreas;KP-4_Pancreas_753572;PAAD
5500994175999120813240_F02.cel;2;KU-19-19;urogenital_system;bladder;KU-19-19_urinary_tract_907312;BLCA
5500994175999120813240_F02.cel;2;KU-19-19;urogenital_system;bladder;KU-19-19_urinary_tract_907312;BLCA
5500994158987071513202_A02.cel;2;KURAMOCHI;urogenital_system;ovary;KURAMOCHI_Ovary_909975;UNCLASSIFIED
5500994158987071513202_A02.cel;2;KURAMOCHI;urogenital_system;ovary;KURAMOCHI_Ovary_909975;UNCLASSIFIED
5500994172948120113978_C07.cel;2;KYAE-1;aero_digestive_tract;oesophagus;KYAE-1_Esophagus_1503368;ESCA
5500994172948120113978_C07.cel;2;KYAE-1;aero_digestive_tract;oesophagus;KYAE-1_Esophagus_1503368;ESCA
5500994172383112813928_B04.cel;2;KYM-1;soft_tissue;rhabdomyosarcoma;KYM-1_Muscle_1240166;UNCLASSIFIED
5500994172383112813928_B04.cel;2;KYM-1;soft_tissue;rhabdomyosarcoma;KYM-1_Muscle_1240166;UNCLASSIFIED
5500994158987071513202_G01.cel;2;KYSE-140;aero_digestive_tract;oesophagus;KYSE-140_Esophagus_753573;ESCA
5500994158987071513202_G01.cel;2;KYSE-140;aero_digestive_tract;oesophagus;KYSE-140_Esophagus_753573;ESCA
5500994173212120213068_B05.cel;2;KYSE-180;aero_digestive_tract;oesophagus;KYSE-180_Esophagus_907318;ESCA
5500994173212120213068_B05.cel;2;KYSE-180;aero_digestive_tract;oesophagus;KYSE-180_Esophagus_907318;ESCA
5500994175999120813240_B05.cel;2;KYSE-220;aero_digestive_tract;oesophagus;KYSE-220_Esophagus_1240167;ESCA
5500994175999120813240_B05.cel;2;KYSE-220;aero_digestive_tract;oesophagus;KYSE-220_Esophagus_1240167;ESCA
5500994158987071513202_C02.cel;2;KYSE-410;aero_digestive_tract;oesophagus;KYSE-410_Esophagus_753574;ESCA
5500994158987071513202_C02.cel;2;KYSE-410;aero_digestive_tract;oesophagus;KYSE-410_Esophagus_753574;ESCA
5500994157493061613625_C12.cel;2;KYSE-450;aero_digestive_tract;oesophagus;KYSE-450_Esophag_907320;ESCA
5500994157493061613625_C12.cel;2;KYSE-450;aero_digestive_tract;oesophagus;KYSE-450_Esophag_907320;ESCA
5500994172383112813928_H05.cel;2;KYSE-50;aero_digestive_tract;oesophagus;KYSE-50_Esophagus_1298222;ESCA
5500994172383112813928_H05.cel;2;KYSE-50;aero_digestive_tract;oesophagus;KYSE-50_Esophagus_1298222;ESCA
5500994158987071513202_F01.cel;2;KYSE-70;aero_digestive_tract;oesophagus;KYSE-70_Esophagus_753576;ESCA
5500994158987071513202_F01.cel;2;KYSE-70;aero_digestive_tract;oesophagus;KYSE-70_Esophagus_753576;ESCA
5500994175999120813240_E06.cel;2;LB771-HNC;aero_digestive_tract;head_and_neck;LB771-HNC_upper_aerodigestive_tract_753583;HNSC
5500994175999120813240_E06.cel;2;LB771-HNC;aero_digestive_tract;head_and_neck;LB771-HNC_upper_aerodigestive_tract_753583;HNSC
5500994175999120813240_G07.cel;2;LC-1-sq;lung;lung_NSCLC_squamous_cell_carcinoma;LC-1-sq_lung_1298223;LUSC
5500994175999120813240_G07.cel;2;LC-1-sq;lung;lung_NSCLC_squamous_cell_carcinoma;LC-1-sq_lung_1298223;LUSC
5500994158987071513202_C05.cel;2;LC-2-ad;lung;lung_NSCLC_adenocarcinoma;LC-2-ad_Lung_907786;LUAD
5500994158987071513202_A05.cel;2;LCLC-97TM1;lung;lung_NSCLC_large_cell;LCLC-97TM1_Lung:NSCLC_946361;UNCLASSIFIED
5500994158987071513202_A05.cel;2;LCLC-97TM1;lung;lung_NSCLC_large_cell;LCLC-97TM1_Lung:NSCLC_946361;UNCLASSIFIED
5500994157493061613625_D02.cel;2;LOXIMVI;skin;melanoma;LOXIMVI_Skin_905974;SKCM
5500994157493061613625_D02.cel;2;LOXIMVI;skin;melanoma;LOXIMVI_Skin_905974;SKCM
5500994158987071513202_H06.cel;2;LS-1034;digestive_system;large_intestine;LS-1034_Intestine_917486;COREAD
5500994158987071513202_H06.cel;2;LS-1034;digestive_system;large_intestine;LS-1034_Intestine_917486;COREAD
5500994158987071513202_G06.cel;2;LS-123;digestive_system;large_intestine;LS-123_Intestine_907792;COREAD
5500994158987071513202_G06.cel;2;LS-123;digestive_system;large_intestine;LS-123_Intestine_907792;COREAD
5500994158987071513202_F06.cel;2;LS-180;digestive_system;large_intestine;LS-180_Intestine_998189;COREAD
5500994158987071513202_F06.cel;2;LS-180;digestive_system;large_intestine;LS-180_Intestine_998189;COREAD
5500994157493061613625_E03.cel;2;LS-411N;digestive_system;large_intestine;LS-411N_Intestin_907794;COREAD
5500994157493061613625_E03.cel;2;LS-411N;digestive_system;large_intestine;LS-411N_Intestin_907794;COREAD
5500994158987071513202_E06.cel;2;LS-513;digestive_system;large_intestine;LS-513_Intestine_907795;COREAD
5500994158987071513202_E06.cel;2;LS-513;digestive_system;large_intestine;LS-513_Intestine_907795;COREAD
5500994158987071513202_F05.cel;2;LU-65;lung;lung_NSCLC_large_cell;LU-65_Lung:NSCLC_724863;UNCLASSIFIED
5500994158987071513202_F05.cel;2;LU-65;lung;lung_NSCLC_large_cell;LU-65_Lung:NSCLC_724863;UNCLASSIFIED
5500994158987071513202_A06.cel;2;LU-99A;lung;lung_NSCLC_large_cell;LU-99A_Lung:NSCLC_907796;UNCLASSIFIED
5500994158987071513202_A06.cel;2;LU-99A;lung;lung_NSCLC_large_cell;LU-99A_Lung:NSCLC_907796;UNCLASSIFIED
5500994173212120213068_F09.cel;2;LoVo;digestive_system;large_intestine;LoVo_Intestine_907790;COREAD
5500994173212120213068_F09.cel;2;LoVo;digestive_system;large_intestine;LoVo_Intestine_907790;COREAD
5500994175999120813240_B06.cel;2;MDA-MB-436;breast;breast;MDA-MB-436_breast_1240172;BRCA
5500994175999120813240_B06.cel;2;MDA-MB-436;breast;breast;MDA-MB-436_breast_1240172;BRCA
5500994172948120113978_F09.cel;2;MDA-MB-468;breast;breast;MDA-MB-468_breast_908123;BRCA
5500994172948120113978_F09.cel;2;MDA-MB-468;breast;breast;MDA-MB-468_breast_908123;BRCA
5500994158987071513202_D11.cel;2;MFE-280;urogenital_system;endometrium;MFE-280_Uterus_908129;UCEC
5500994158987071513202_D11.cel;2;MFE-280;urogenital_system;endometrium;MFE-280_Uterus_908129;UCEC
5500994158987071513202_A11.cel;2;MFE-319;urogenital_system;endometrium;MFE-319_Uterus_1240174;UCEC
5500994158987071513202_A11.cel;2;MFE-319;urogenital_system;endometrium;MFE-319_Uterus_1240174;UCEC
5500994173212120213068_B09.cel;2;MIA-PaCa-2;pancreas;pancreas;MIA-PaCa-2_Pancreas_724870;PAAD
5500994173212120213068_B09.cel;2;MIA-PaCa-2;pancreas;pancreas;MIA-PaCa-2_Pancreas_724870;PAAD
5500994158987071513207_H01.cel;2;MKN1;digestive_system;stomach;MKN1_Stomach_908138;UNCLASSIFIED
5500994158987071513207_H01.cel;2;MKN1;digestive_system;stomach;MKN1_Stomach_908138;UNCLASSIFIED
5500994158987071513207_G01.cel;2;MKN28;digestive_system;stomach;MKN28_Stomach_908139;STAD
5500994158987071513207_G01.cel;2;MKN28;digestive_system;stomach;MKN28_Stomach_908139;STAD
5500994173212120213068_A09.cel;2;MKN45;digestive_system;stomach;MKN45_Stomach_925340;STAD
5500994173212120213068_A09.cel;2;MKN45;digestive_system;stomach;MKN45_Stomach_925340;STAD
5500994158987071513202_H10.cel;2;MKN7;digestive_system;stomach;MKN7_Stomach_924250;STAD
5500994158987071513202_H10.cel;2;MKN7;digestive_system;stomach;MKN7_Stomach_924250;STAD
5500994158987071513207_A01.cel;2;MS751;urogenital_system;cervix;MS751_Cervix_1240179;CESC
5500994158987071513207_A01.cel;2;MS751;urogenital_system;cervix;MS751_Cervix_1240179;CESC
5500994158987071513207_C02.cel;2;MZ1-PC;pancreas;pancreas;MZ1-PC_Pancreas_753595;PAAD
5500994157493061613625_D09.cel;2;NCI-H1299;lung;lung_NSCLC_large_cell;NCI-H1299_Lung_724831;UNCLASSIFIED
5500994157493061613625_D09.cel;2;NCI-H1299;lung;lung_NSCLC_large_cell;NCI-H1299_Lung_724831;UNCLASSIFIED
5500994158987071513201_A08.cel;2;NCI-H1355;lung;lung_NSCLC_adenocarcinoma;NCI-H1355_Lung_724866;LUAD
5500994158987071513201_A08.cel;2;NCI-H1355;lung;lung_NSCLC_adenocarcinoma;NCI-H1355_Lung_724866;LUAD
5500994172948120113978_F01.cel;2;NCI-H1435;lung;lung_NSCLC_adenocarcinoma;NCI-H1435_Lung:NSCLC_1298347;LUAD
5500994172948120113978_F01.cel;2;NCI-H1435;lung;lung_NSCLC_adenocarcinoma;NCI-H1435_Lung:NSCLC_1298347;LUAD
5500994158987071513201_F09.cel;2;NCI-H1563;lung;lung_NSCLC_adenocarcinoma;NCI-H1563_Lung:NSCLC_753600;LUAD
5500994158987071513201_F09.cel;2;NCI-H1563;lung;lung_NSCLC_adenocarcinoma;NCI-H1563_Lung:NSCLC_753600;LUAD
5500994158987071513201_G08.cel;2;NCI-H1568;lung;lung_NSCLC_adenocarcinoma;NCI-H1568_Lung:NSCLC_1298348;LUAD
5500994158987071513201_G08.cel;2;NCI-H1568;lung;lung_NSCLC_adenocarcinoma;NCI-H1568_Lung:NSCLC_1298348;LUAD
5500994158987071513201_E08.cel;2;NCI-H1573;lung;lung_NSCLC_adenocarcinoma;NCI-H1573_Lung:NSCLC_908472;LUAD
5500994158987071513201_E08.cel;2;NCI-H1573;lung;lung_NSCLC_adenocarcinoma;NCI-H1573_Lung:NSCLC_908472;LUAD
5500994158987071513201_B09.cel;2;NCI-H1623;lung;lung_NSCLC_adenocarcinoma;NCI-H1623_Lung:NSCLC_687798;LUAD
5500994158987071513201_B09.cel;2;NCI-H1623;lung;lung_NSCLC_adenocarcinoma;NCI-H1623_Lung:NSCLC_687798;LUAD
5500994172383112813930_B01.cel;2;NCI-H1650;lung;lung_NSCLC_adenocarcinoma;NCI-H1650_Lung:NSCLC_687800;LUAD
5500994172383112813930_B01.cel;2;NCI-H1650;lung;lung_NSCLC_adenocarcinoma;NCI-H1650_Lung:NSCLC_687800;LUAD
5500994172383112813930_E01.cel;2;NCI-H1693;lung;lung_NSCLC_adenocarcinoma;NCI-H1693_Lung:NSCLC_687802;LUAD
5500994172383112813930_E01.cel;2;NCI-H1693;lung;lung_NSCLC_adenocarcinoma;NCI-H1693_Lung:NSCLC_687802;LUAD
5500994172383112813930_C12.cel;2;NCI-H1703;lung;lung_NSCLC_adenocarcinoma;NCI-H1703_Lung:NSCLC_908474;UNCLASSIFIED
5500994172383112813930_C12.cel;2;NCI-H1703;lung;lung_NSCLC_adenocarcinoma;NCI-H1703_Lung:NSCLC_908474;UNCLASSIFIED
5500994158987071513201_F08.cel;2;NCI-H1734;lung;lung_NSCLC_adenocarcinoma;NCI-H1734_Lung:NSCLC_722058;LUAD
5500994158987071513201_H09.cel;2;NCI-H1781;lung;lung_NSCLC_adenocarcinoma;NCI-H1781_Lung:NSCLC_1298350;LUAD
5500994158987071513201_H09.cel;2;NCI-H1781;lung;lung_NSCLC_adenocarcinoma;NCI-H1781_Lung:NSCLC_1298350;LUAD
5500994158987071513201_C09.cel;2;NCI-H1793;lung;lung_NSCLC_adenocarcinoma;NCI-H1793_Lung:NSCLC_908463;LUAD
5500994158987071513201_C09.cel;2;NCI-H1793;lung;lung_NSCLC_adenocarcinoma;NCI-H1793_Lung:NSCLC_908463;LUAD
5500994172383112813930_C01.cel;2;NCI-H1838;lung;lung_NSCLC_adenocarcinoma;NCI-H1838_Lung:NSCLC_687807;LUAD
5500994172383112813930_C01.cel;2;NCI-H1838;lung;lung_NSCLC_adenocarcinoma;NCI-H1838_Lung:NSCLC_687807;LUAD
5500994172383112813930_A01.cel;2;NCI-H1869;lung;lung_NSCLC_squamous_cell_carcinoma;NCI-H1869_Lung_1240183;LUSC
5500994172383112813930_A01.cel;2;NCI-H1869;lung;lung_NSCLC_squamous_cell_carcinoma;NCI-H1869_Lung_1240183;LUSC
5500994158987071513201_B08.cel;2;NCI-H1915;lung;lung_NSCLC_large_cell;NCI-H1915_Lung_1240184;UNCLASSIFIED
5500994158987071513201_B08.cel;2;NCI-H1915;lung;lung_NSCLC_large_cell;NCI-H1915_Lung_1240184;UNCLASSIFIED
5500994158987071513201_G12.cel;2;NCI-H1944;lung;lung_NSCLC_adenocarcinoma;NCI-H1944_Lung_1240185;LUAD
5500994158987071513201_G12.cel;2;NCI-H1944;lung;lung_NSCLC_adenocarcinoma;NCI-H1944_Lung_1240185;LUAD
5500994172383112813930_H10.cel;2;NCI-H1975;lung;lung_NSCLC_adenocarcinoma;NCI-H1975_Lung:NSCLC_924244;LUAD
5500994172383112813930_H10.cel;2;NCI-H1975;lung;lung_NSCLC_adenocarcinoma;NCI-H1975_Lung:NSCLC_924244;LUAD
5500994158987071513201_H07.cel;2;NCI-H1993;lung;lung_NSCLC_adenocarcinoma;NCI-H1993_Lung:NSCLC_908476;LUAD
5500994158987071513201_H07.cel;2;NCI-H1993;lung;lung_NSCLC_adenocarcinoma;NCI-H1993_Lung:NSCLC_908476;LUAD
5500994157493061613625_E08.cel;2;NCI-H2009;lung;lung_NSCLC_adenocarcinoma;NCI-H2009_Lung_724873;LUAD
5500994157493061613625_E08.cel;2;NCI-H2009;lung;lung_NSCLC_adenocarcinoma;NCI-H2009_Lung_724873;LUAD
5500994172383112813930_C02.cel;2;NCI-H2023;lung;lung_NSCLC_adenocarcinoma;NCI-H2023_Lung_1240187;LUAD
5500994172383112813930_C02.cel;2;NCI-H2023;lung;lung_NSCLC_adenocarcinoma;NCI-H2023_Lung_1240187;LUAD
5500994157493061613625_H07.cel;2;NCI-H2030;lung;lung_NSCLC_adenocarcinoma;NCI-H2030_Lung_722045;LUAD
5500994173212120213068_E08.cel;2;NCI-H2066;lung;lung_small_cell_carcinoma;NCI-H2066_Lung_1330973;SCLC
5500994173212120213068_E08.cel;2;NCI-H2066;lung;lung_small_cell_carcinoma;NCI-H2066_Lung_1330973;SCLC
5500994172383112813930_F02.cel;2;NCI-H2085;lung;lung_NSCLC_adenocarcinoma;NCI-H2085_Lung_687812;LUAD
5500994172383112813930_F02.cel;2;NCI-H2085;lung;lung_NSCLC_adenocarcinoma;NCI-H2085_Lung_687812;LUAD
5500994175999120813240_B11.cel;2;NCI-H2087;lung;lung_NSCLC_adenocarcinoma;NCI-H2087_lung_724834;LUAD
5500994175999120813240_B11.cel;2;NCI-H2087;lung;lung_NSCLC_adenocarcinoma;NCI-H2087_lung_724834;LUAD
5500994172948120113978_D06.cel;2;NCI-H2110;lung;lung_NSCLC_not_specified;NCI-H2110_Lung:NSCLC_1298351;UNCLASSIFIED
5500994175999120813240_F11.cel;2;NCI-H2122;lung;lung_NSCLC_adenocarcinoma;NCI-H2122_lung_722046;LUAD
5500994175999120813240_F11.cel;2;NCI-H2122;lung;lung_NSCLC_adenocarcinoma;NCI-H2122_lung_722046;LUAD
5500994172383112813930_F01.cel;2;NCI-H2135;lung;lung_NSCLC_not_specified;NCI-H2135_Lung:NSCLC_1298352;UNCLASSIFIED
5500994172383112813930_F01.cel;2;NCI-H2135;lung;lung_NSCLC_not_specified;NCI-H2135_Lung:NSCLC_1298352;UNCLASSIFIED
5500994172383112813930_A03.cel;2;NCI-H2170;lung;lung_NSCLC_squamous_cell_carcinoma;NCI-H2170_Lung:NSCLC_687815;LUSC
5500994172383112813930_A03.cel;2;NCI-H2170;lung;lung_NSCLC_squamous_cell_carcinoma;NCI-H2170_Lung:NSCLC_687815;LUSC
5500994172948120113978_B07.cel;2;NCI-H2172;lung;lung_NSCLC_not_specified;NCI-H2172_Lung:NSCLC_1298353;UNCLASSIFIED
5500994172383112813930_D03.cel;2;NCI-H2291;lung;lung_NSCLC_adenocarcinoma;NCI-H2291_Lung:NSCLC_724874;LUAD
5500994172383112813930_H02.cel;2;NCI-H23;lung;lung_NSCLC_adenocarcinoma;NCI-H23_Lung:NSCLC_905942;LUAD
5500994172383112813930_H02.cel;2;NCI-H23;lung;lung_NSCLC_adenocarcinoma;NCI-H23_Lung:NSCLC_905942;LUAD
5500994172383112813930_G02.cel;2;NCI-H2342;lung;lung_NSCLC_adenocarcinoma;NCI-H2342_Lung:NSCLC_687819;LUAD
5500994172383112813930_G02.cel;2;NCI-H2342;lung;lung_NSCLC_adenocarcinoma;NCI-H2342_Lung:NSCLC_687819;LUAD
5500994172383112813930_A02.cel;2;NCI-H2347;lung;lung_NSCLC_adenocarcinoma;NCI-H2347_Lung:NSCLC_687820;LUAD
5500994172383112813930_A02.cel;2;NCI-H2347;lung;lung_NSCLC_adenocarcinoma;NCI-H2347_Lung:NSCLC_687820;LUAD
5500994172383112813930_B02.cel;2;NCI-H2405;lung;lung_NSCLC_adenocarcinoma;NCI-H2405_Lung:NSCLC_687821;LUAD
5500994172383112813930_B02.cel;2;NCI-H2405;lung;lung_NSCLC_adenocarcinoma;NCI-H2405_Lung:NSCLC_687821;LUAD
5500994172383112813930_E02.cel;2;NCI-H2444;lung;lung_NSCLC_not_specified;NCI-H2444_Lung:NSCLC_1298356;UNCLASSIFIED
5500994173603120813304_D12.cel;2;NCI-H292;lung;lung_NSCLC_adenocarcinoma;NCI-H292_lung_753604;UNCLASSIFIED
5500994172383112813930_D04.cel;2;NCI-H3122;lung;lung_NSCLC_adenocarcinoma;NCI-H3122_Lung_1240190;LUAD
5500994172383112813930_D04.cel;2;NCI-H3122;lung;lung_NSCLC_adenocarcinoma;NCI-H3122_Lung_1240190;LUAD
5500994172383112813930_B04.cel;2;NCI-H322M;lung;lung_NSCLC_adenocarcinoma;NCI-H322M_Lung_905967;LUAD
5500994172383112813930_B04.cel;2;NCI-H322M;lung;lung_NSCLC_adenocarcinoma;NCI-H322M_Lung_905967;LUAD
5500994157493061613625_D05.cel;2;NCI-H358;lung;lung_NSCLC_adenocarcinoma;NCI-H358_Lung_908465;LUAD
5500994157493061613625_D05.cel;2;NCI-H358;lung;lung_NSCLC_adenocarcinoma;NCI-H358_Lung_908465;LUAD
5500994157493061613625_C07.cel;2;NCI-H441;lung;lung_NSCLC_adenocarcinoma;NCI-H441_Lung_908460;LUAD
5500994157493061613625_C07.cel;2;NCI-H441;lung;lung_NSCLC_adenocarcinoma;NCI-H441_Lung_908460;LUAD
5500994172383112813930_C04.cel;2;NCI-H650;lung;lung_NSCLC_adenocarcinoma;NCI-H650_Lung:NSCLC_722066;LUAD
5500994172383112813930_C04.cel;2;NCI-H650;lung;lung_NSCLC_adenocarcinoma;NCI-H650_Lung:NSCLC_722066;LUAD
5500994172383112813930_D05.cel;2;NCI-H747;digestive_system;large_intestine;NCI-H747_Intestine_908457;COREAD
5500994172383112813930_D05.cel;2;NCI-H747;digestive_system;large_intestine;NCI-H747_Intestine_908457;COREAD
5500994157493061613625_E01.cel;2;NCI-H838;lung;lung_NSCLC_adenocarcinoma;NCI-H838_Lung_910399;LUAD
